left-image href,dealer-name,temp-auto src,title,address,price,price-addition,description,left-side,left-side (2),ownership,left-side (3),urgent-label,sticker-checkbox,sticker-checkbox (2),sticker-checkbox (3),v-label,comments-count,lazy src,cad-label href,cad-label
https://www.house.kg/details/7267157687346cd0e8631-99724277,Калияев Кылым Кыргыз Недвижимость,https://cdn.house.kg/house/images/5/0/c/50c87252c78eff21e386912e88133a82_240x180.jpg,"Дом, 5-комн., 221 м2, 2 сотки","Бишкек, с. Кок-Джар",$ 260 000,22 739 600 сом,"• Продается ЭКСКЛЮЗИВНЫЙ «Таун Хаус» в районе село Кок Жар • По улице Майрам 29 дом • Площадь дома - 220 кв.м • Площадь участка - 2,5 сотки • Дом весь построен из дорого материала • Прекрасная шумоизоляция между таун хаусами • Весь ремонт делался для себя, мебели под заказ • Все коммуникации...",2 минуты назад,731,,1,,,,,,,,,
https://www.house.kg/details/54165845d135e1c1d71f2-42403126,,https://cdn.house.kg/house/images/0/3/4/0347866ff31898875fb6338cc2b67dd3_240x180.jpg,"Дом, 4-комн., 100 м2, 7 соток","Бишкек, с. Орто-Сай, Иманалиева 102/Советская",$ 220 000,19 241 200 сом,"Продам дом в с. Орто-Сай. Участок 6,5 соток, хозпостройки. Отопление комбинированное газ и тверлое топливо. Цена 220000 $.",3 минуты назад,35165,СОБСТВЕННИК,54,,,,,,,,,
https://www.house.kg/details/309405266c222aa22ce78-49444007,,https://cdn.house.kg/house/images/b/f/f/bff8a69723fa179e775d06d2b3587271_240x180.jpg,"Дом, 1-комн., 120 м2, 5 соток","Бишкек, Джальская больница, Ул. Ахунбаева 178/Чапаева",$ 428 767,37 500 000 сом,"Продам кирпичный дом по ул. Ахунбаева 178 пересекает Чапаева. Участок 4,32 сотки, все коммуникации, красная книга. Двор брусчатка на 3 машины.",3 минуты назад,8096,СОБСТВЕННИК,5,,,,,,,,,
https://www.house.kg/details/1225732686f35c8699ae3-76411577,Калияев Кылым Кыргыз Недвижимость,https://cdn.house.kg/house/images/4/e/6/4e68e84dd442037b61a07e4d81a1ee70_240x180.jpg,"Дом, 5-комн., 230 м2, 4 сотки",с. Байтик,$ 386 000,33 759 560 сом,"Продается Дома в селе. Байтик Закрытый вип городок Golden Villas😍😍😍 ✅на стадии строительства ✅срок завершения конец 2025 ✅В шикарном районе Байтик (первая линия😍) ✅1700$ ПСО ✅на красной книге Все документы имеются !! ПСО, 1700$ Бартер/Рассрочка. 1800$ под ключ 1950$ Рассрочка/Бартер на ква...",4 минуты назад,792,,2,,,,,,,,,
https://www.house.kg/details/135191268f5f0a8ae5e50-52852332,"Кыргыз Недвижимость, Эльдан Караев",https://cdn.house.kg/house/images/0/2/3/0238194f86aebd7db88db746afcd09f6_240x180.jpg,"Дом, 3-комн., 100 м2, 4 сотки","Бишкек, ж/м Биримдик Кут",$ 60 000,5 247 600 сом,"продаётся 1 комнатная квартира 105 серии в Среднем Джале квартира угловая, отопление центральное, все коммуникации центральные. Окна пластиковые, большая лоджия. Площадь 33 кв.м. + 4 .2 кв.м. лоджия Очень удобное расположение рядом школы №95, №72, детские сады, кафе, рестораны, джальская б...",5 минут назад,139,,2,,,,,,,,,
https://www.house.kg/details/4685059686e17e992e681-05709844,Калияев Кылым Кыргыз Недвижимость,https://cdn.house.kg/house/images/b/4/5/b455d7e971df8a01da725bcb274278e9_240x180.jpg,"Дом, 6 и более комнат, 310 м2, 5 соток","Бишкек, Арча-Бешик ж/м",$ 525 000,45 916 500 сом,"Продается абсолютно новый, 2-х этажный дом в центре ж/м «Арча-Бешик» Год постройки: 2025 год Дом новый, кирпичный (полтора кирпича), утеплённый, дом в районе ж/м Арча-Бешик, со всеми удобствами! Цоколь из натурального камня! Гранит! На 1-м этаже: зал, национальная комната, холл, кухня, санузел, ...",5 минут назад,630,,,,,,,,,,,
https://www.house.kg/details/4759661689b038f04e9d2-02085477,Кыргыз ордо,https://cdn.house.kg/house/images/d/b/c/dbcffed5b72d9d6375c9ee79fbb743df_240x180.jpg,"Дом, 6 и более комнат, 150 м2, 4 сотки","Бишкек, с. Чон-Арык",$ 370 000,32 360 200 сом,"🏠 Срочно продаю дом в районе ВДНХ, рядом с резиденцией! 📍 Локация: Топовая, престижный район ВДНХ (Кыргыз Ордо) 📐 Участок: 3.65 соток, угловой, правильной формы 🏗️ Дом: 150 м², под самоотделку – отличный вариант для реализации своего дизайна 💧 Коммуникации: • Центральный газ • Центральная канализац...",5 минут назад,662,,,,,,,,,,,
https://www.house.kg/details/51108606889cfe4959d05-05015136,Кыргыз ордо,https://cdn.house.kg/house/images/7/e/4/7e4092a4c728047be417c459543afab5_240x180.jpg,"Дом, 3-комн., 90 м2, 2 сотки","Бишкек, Ак-Орго ж/м",$ 135 000,11 807 100 сом,"🏠 Продается уютный дом в ж/м Ак-Орго! 📍 Отличная локация — все центральные коммуникации, развитая инфраструктура! 🔹 Площадь дома: 87 м² 🔹 Участок: 2.2 сотки 🔹 Коммуникации: вода, газ, свет — всё подключено 🔹 Инфраструктура: рядом школы, магазины, остановки 📄 Документы полностью в порядке 💰 Цена: 1...",5 минут назад,960,,4,,,,,,,,,
https://www.house.kg/details/2905092686b978ec985b6-85639895,Калияев Кылым Кыргыз Недвижимость,https://cdn.house.kg/house/images/0/c/a/0ca228f4288245f8f30474d9addf93a2_240x180.jpg,"Дом, 5-комн., 100 м2, 5 соток","Бишкек, Ак-Ордо ж/м",$ 135 000,11 807 100 сом,Продается Дом большой в районе Ак- Ордо 1 (ориентир Элнур) ул. Кошой коргон. Ленинский район.🏡✨ Основные характеристики: Этажность: 1 Площадь дома: 100 м² Площадь участка: 5 соток 🌳 Коммуникации: Центральные 🚰 Канализация: Центральное 🚽 Отопление: Комбинированное 🔥 Состояние: С ремонтом ...,8 минут назад,675,,3,,,,,,,,,
https://www.house.kg/details/4536494686f6f6fe0d692-56373739,Кыргыз ордо,https://cdn.house.kg/house/images/3/9/5/39570cbaa8e17d96da7f8df56285b16f_240x180.jpg,"Дом, 6 и более комнат, 250 м2, 8 соток","Бишкек, с. Кашка-Баш",$ 370 000,32 360 200 сом,Продаю современный двухэтажный дом с участком! ° Локация: с. Кашка-Баш • Площадь дома: 250 м2 + летняя кухня * Участок: 8 соток (размер 20х40 м) Дом строили для себя - всё продумано до мелочей! Монолитно-кирпичный дом - тёплый и надёжный Отопление на твёрдом топливе + тёплые полы Летняя терраса и ...,9 минут назад,511,,2,,,,,,,,,
https://www.house.kg/details/6527653688c955b302e86-74224552,Калияев Кылым Кыргыз Недвижимость,https://cdn.house.kg/house/images/2/d/f/2dfcf68ec40726736b25a9792fc81396_240x180.jpg,"Дом, 6 и более комнат, 222 м2, 8.9 соток","Бишкек, Киргизия 1 ж/м",$ 580 000,50 726 800 сом,"🏡Продается дом 📍Адрес: Киргизия 1 📐Площадь участка: 9 соток 📐Квадратура: 220 м2 💧Коммуникации: канализация, вода, газ на кухне, газовое отопление, 🚽 Санузел: 2 санузла 📕Документы: Красная книга, ДКП. 💵 Цена: $580.000 Асылбек Кыргыз Недвижимость ID: 60718",9 минут назад,757,,2,,,,,,,,,
https://www.house.kg/details/910176668f1d24cd4ef19-95864262,"Кыргыз Недвижимость, Эльдан Караев",https://cdn.house.kg/house/images/4/7/d/47d43642cca7b3f182a5c042243f2515_240x180.jpg,"Дом, 6 и более комнат, 156 м2, 5 соток","Бишкек, Кок-Жар ж/м",$ 137 000,11 982 020 сом,"СРОЧНО ПРОДАЕТСЯ ДОМ ПО ЦЕНА УЧАСТКА 🏡 Продается уютный дом в жилмассиве Кок-Жар! 📍 Локация: район Шоокум / Конорчок — развитая инфраструктура, всё рядом: магазины, школы, транспорт, и т.д. ✨ Преимущества: ▫️ Просторный дом – 156 м² ▫️ Участок – 4.6 сотки ▫️ 6 комнат – идеален для большой се...",9 минут назад,147,,1,,,,,,,,,
https://www.house.kg/details/1137371685d113fcb9940-68793669,Кыргыз ордо,https://cdn.house.kg/house/images/7/3/2/732989aa1bed887e5531064250b10518_240x180.jpg,"Дом, 4-комн., 110 м2, 5 соток","Бишкек, Ак-Орго ж/м",$ 110 000,9 620 600 сом,"🚨 СРОЧНО ПРОДАЁТСЯ ДОМ 🚨 📍 Район Ак-Орго, ближе к ул. Ахунбаева ✅ Отличная локация – развитая инфраструктура: – Школы, садики рядом – Всего 5 мин. езды до мкр Джал 📐 Участок: – Размер: 23.5 м х 20 м – По красной книге: 4.7 соток, по факту: 5.7 соток 💡 Все коммуникации центральные: – Газ – Свет – В...",10 минут назад,1839,,28,,,,,,,,,
https://www.house.kg/details/75537726853cb090b0564-79132991,Кыргыз ордо,https://cdn.house.kg/house/images/2/f/b/2fb2bf2a837c7176ad130bbd716b65dd_240x180.jpg,"Дом, 5-комн., 150 м2, 3 сотки","Бишкек, с. Кок-Джар",$ 110 000,9 620 600 сом,"🏡 Продается участок с домом в жилмассиве Кок-Жар! 📍 Расположение: Кок-Жар 📐 Площадь участка: 2.7 сотки 📏 Размер: 18 м (ширина) × 15 м (длина) 🏠 Дом: 150 м², под самоотделку 💡 Все коммуникации подключены: • Электричество • Газ • Вода • Канализация 🚗 Хороший асфальтированный подъезд 🌳 Участок пр...",10 минут назад,1782,,19,,,,,,,,,
https://www.house.kg/details/92490926864bae698c278-02851788,Калияев Кылым Кыргыз Недвижимость,https://cdn.house.kg/house/images/2/3/b/23bb885c0a62bde2aa3a36405a2a9184_240x180.jpg,"Дом, 6 и более комнат, 240 м2, 4 сотки","Бишкек, Ден Сяопина - Фучика, васильева",$ 205 000,17 929 300 сом,"Продается уютный двухэтажный дом площадью 240 м², который идеально подойдет для комфортного проживания и бизнеса! Особенности дома: 6 комнат (вместе с кухней) 1 отдельный кабинет для работы Санузел Просторная котельная Подвал для хранения вещей Участок 4 сотки Во дворе: Хозпост...",11 минут назад,587,,1,,,,,,,,,
https://www.house.kg/details/711193968f5e56caa06c5-58685802,Арсен Аскаров Кыргыз недвижимость,https://cdn.house.kg/house/images/4/2/7/427c6c85e0141efe56bcdbfa0e20f08e_240x180.jpg,"Дом, 6 и более комнат, 270 м2, 17 соток",с. Новопокровка,$ 345 000,30 173 700 сом,"Продаётся 3-х этажный дом в с. Новопокровка, начало, 1-я линия Участок: 17 соток (30*20) Общая площадь: 270 м2 + 120 м2 1-этаж: холл, 2 гостиные комнаты, гостевая спальня, 2 санузла, кухня 2-й этаж: 4 спальни, детская, 2 санузла Коммуникации: свет, вода, газ, септик Документы: красная книга...",11 минут назад,114,,,,,,,,,,,
https://www.house.kg/details/62006446864b68e5742d4-23527412,Калияев Кылым Кыргыз Недвижимость,https://cdn.house.kg/house/images/0/2/5/025322ba1face8e64f6b6838c729304a_240x180.jpg,"Дом, 3-комн., 90 м2, 4 сотки","Бишкек, Ак-Ордо 3 ж/м",$ 90 000,7 871 400 сом,"🏠 Срочно продаю свой дом | 90 м² | 4 сотки 📍 Ак-Ордо-3, район ТЭЦ 🟥 Участок в красной книге — полная собственность! ✨ О доме: ✅ Новый ремонт ✅ 3 комнаты: зал, 2 спальни и кухня ✅ Участок с двумя выходами 🚫 Без мебели 🚫 Газ и отопление пока не проведены (не делали) 🔌 Коммуникации: 💧 Водопро...",11 минут назад,847,,5,,,,,,,,,
https://www.house.kg/details/825897368f0e9e04d25e4-23113070,Калияев Кылым Кыргыз Недвижимость,https://cdn.house.kg/house/images/e/8/4/e84caf257f27f12522c15fccfe520972_240x180.jpg,"Дом, 6 и более комнат, 220 м2, 4 сотки","Бишкек, Рухий Мурас ж/м",$ 265 000,23 176 900 сом,"🌟 Уютный 2-этажный дом с евроремонтом в ж/м Рухий-Мурас! 🌟 🏡 Площадь дома: 220 м² 📏 Участок: 4 сотки, 🛏 6 просторных комнат, 🚿 2 современных санузла, 🛋 Полностью меблирован, 🔌 Вся необходимая техника в наличии ✨ Современный евроремонт, 🔥 Теплый, светлый и очень уютный дом, 🛠 Заезжай и живи – н...",12 минут назад,136,,,,,,,,,,,
https://www.house.kg/details/58327526814a74c7b6db1-12749514,Кыргыз ордо,https://cdn.house.kg/house/images/0/9/e/09e59e48cfb3a9321d14a163ee6ea372_240x180.jpg,"Дом, 6 и более комнат, 195 м2, 6 соток","Бишкек, Учкун-2 ж/м",$ 185 000,16 180 100 сом,"Продается дом в ж/м Учкун-2! Участок 6 соток | Дом 194,5 м² Дом из 6и комнаты 2 этажа Кирпичный, 2013 г.п. | Требуется ремонт Все центральные коммуникации: Газ, канализация, 3 фазы Отопление: газ, электричество и твердое топливо Асфальт до дома | Удобный заезд Мечеть и всё необходимое рядом! Цен...",13 минут назад,1450,,2,,,,,,,,,
https://www.house.kg/details/17299436821cc61162099-63412818,Кыргыз ордо,https://cdn.house.kg/house/images/7/4/4/744fc9588d7e8d4c6fc4798d0dc2101a_240x180.jpg,"Дом, 5-комн., 120 м2, 4 сотки","Бишкек, Ак-Ордо ж/м",$ 135 000,11 807 100 сом,Продаю участок с домом! Идеально под сдачу в аренду или комфортное проживание! Продается дом на участке 4 сотки (с возможностью расширения до 8 соток) — отличное вложение для жизни или стабильного дохода от аренды! Общая площадь дома — 120 м² Все центральные коммуникации: — Газ — Свет — Канализаци...,13 минут назад,1165,,7,,,,,,,,,
https://www.house.kg/details/80361076899c38bdd34b4-90263796,Калияев Кылым Кыргыз Недвижимость,https://cdn.house.kg/house/images/f/8/4/f84a147a715ea308d5c277fc1f35793f_240x180.jpg,"Дом, 3-комн., 50 м2, 5 соток",с. Арашан,$ 65 000,5 684 900 сом,"🏡 Продается жилой дом с участком 💰 Цена: 65 000 $ 📍 Центральная линия (4 линия), середина улицы 📐 Участок: Правильной формы, форма 16.6 ан 29.3 дом расположен в начале участка — удобно для расширения или строительства. Вкопан бак объемом 3 тонны для хранения поливной воды (подача по графику...",13 минут назад,1392,,14,,,,,,,,,
https://www.house.kg/details/644653268149227e30b35-06375876,Кыргыз ордо,https://cdn.house.kg/house/images/f/6/e/f6e0deeefe5a4c1c1f64d60c2aecce3a_240x180.jpg,"Дом, 5-комн., 194 м2, 6 соток","Бишкек, Учкун-2 ж/м",$ 185 000,16 180 100 сом,"Продается дом в ж/м Учкун-2! Отличный вариант для комфортной жизни или выгодного вложения! • Участок 6 соток • Дом 194,5 м², построен в 2013 году из кирпича • Размер участка 15×40 м • Требуется ремонт, что дает возможность сделать все под себя Коммуникации все центральные: • Газ • Канализаци...",13 минут назад,733,,1,,,,,,,,,
https://www.house.kg/details/965776768edd8be6a26b1-69626594,"Кыргыз Недвижимость, Эльдан Караев",https://cdn.house.kg/house/images/f/3/5/f35fe752e05bd0f2d3b02c548effb346_240x180.jpg,"Дом, 5-комн., 180 м2, 38 соток","Бишкек, с. Орто-Сай",$ 179 000,15 655 340 сом,"Продаётся 2-этажный дом в самом престижном районе села Орто-Сай, по улице Ормокеева. 1 этаж: гостиная, холл, 2 спальни, санузел, кухня 2 этаж: 3 спальни, санузел, балкон Общая площадь — 180 м² Участок — 3,8 сотки, ровный Фасад — жидкий травертин Крыша — металло черепица Брусчатка, место...",13 минут назад,378,,5,,,,,,,,,
https://www.house.kg/details/8232016680b8ea06c6438-75480991,Кыргыз ордо,https://cdn.house.kg/house/images/0/1/e/01e36195d2f0c86ff67b57e938ce551e_240x180.jpg,"Дом, 5-комн., 220 м2, 7 соток",с. им. С. Чокморова,$ 450 000,39 357 000 сом,"Дом мечты в горах — для тех, кто ценит комфорт и тишину Продаётся дом в закрытом коттеджном городке в селе Чокморова, рядом с Байтиком. • 220 м² – черновая отделка (ПСО) • Участок 7 соток • Всего 27 домов – приватность и безопасность • Чистый горный воздух, тишина и потрясающие виды • Все коммуника...",14 минут назад,1424,,3,,,,,,,,,
https://www.house.kg/details/3830653686253532e80d4-30419000,Калияев Кылым Кыргыз Недвижимость,https://cdn.house.kg/house/images/9/1/f/91f249f55816d15a65958f7779941aa4_240x180.jpg,"Дом, 2-комн., 48 м2, 5 соток",д/п Бек-Тоо,$ 52 000,4 547 920 сом,"🏡 Срочно продаётся дом в районе Дача Бек-Тоо (Восход, 21 линия)! 📐 Площадь дома: 48 м² 🛏 Планировка: зал, спальня, кухня, санузел 🏗 Построен в 2020 году, свежий косметический ремонт ➕ Дополнительно: 🏠 Времянка + летняя кухня (12×4 м) 🧱 Фундамент под расширение — 3 м глубиной (6×10 м) 🚿 Ду...",14 минут назад,900,,4,,,,,,,,,
https://www.house.kg/details/850353168f9bfcce52a60-48475583,Арсен Аскаров Кыргыз недвижимость,https://cdn.house.kg/house/images/d/2/3/d2359634966001c8c90cd84ef1c4e826_240x180.jpg,"Дом, 5-комн., 120 м2, 4 сотки","Бишкек, Магистраль",$ 134 000,11 719 640 сом,"Срочно продается новый кирпичный утепленный дом ж/ м Рухий Мурас 2 ( район Тунгуча) ниже Горького. Красная книга, 4 соток, площадь дома 120кв. м. В Доме три спальных комнат, зал, кухня, хол, санузел, топка, небольшой тамбур. Рядом школа, сады, конечная автобусов, недалеко от дома, ездит 244 ...",15 минут назад,140,,,,,,,,,,,
https://www.house.kg/details/919284068e72bc8e69f28-71529818,Арсен Аскаров Кыргыз недвижимость,https://cdn.house.kg/house/images/7/0/0/700ea05e4dbf75e48fbc28f3ac1c134d_240x180.jpg,"Дом, 2-комн., 50 м2, 2 сотки","Иссык-Кульская область, с. Кара-Ой",$ 60 000,5 247 600 сом,"Продается таунхаус в пансионате Каусар Иссык Кульская область село Кара Ой , Долинка Площадь 50м2 2 этажа Вся мебель и техника остается Отличный вариант для отдыха круглый год Атай Цена 60000$ ID: 67355",16 минут назад,295,,1,,,,,,,,,
https://www.house.kg/details/816887678f67199eda89-29326416,,https://cdn.house.kg/house/images/9/a/3/9a353a78663470e2bd310485713f71a5_240x180.jpg,"Дом, 6 и более комнат, 150 м2, 7 соток","Бишкек, Бакай-Ата ж/м",$ 230 000,20 115 800 сом,"Продаю дом Свердловский район, жилой массив Бакай-Ата Двухэтажный утепленный пеноплексом дом из жженого кирпича, с большой застеклённой лоджией. В цену включена вся мебель с фото + бытовая техника (большой холодильник Indesit, микроволновка Samsung, бойлер Ariston, 2 духовые печи Indesit и Ferre, ст...",16 минут назад,15484,СОБСТВЕННИК,1,,,,,,,,,
https://www.house.kg/details/297593768ecb7a4046276-90738874,"Кыргыз Недвижимость, Эльдан Караев",https://cdn.house.kg/house/images/b/2/d/b2da8692bc6cad113b6c516634bb634f_240x180.jpg,"Дом, 6 и более комнат, 300 м2, 4.7 сотки","Бишкек, Арча-Бешик ж/м",$ 360 000,31 485 600 сом,"Срочно продается новый белоснежный особняк в ж/м Арча- Бешик. Количество комнат: 6 комнат Площадь (м2): 290 Площадь участка (соток): 4.7 Количество этажей: 2 Отопление: Газовое отопление Ремонт: Дизайнерский ремонт Коммуникации: Водопровод, Газ, Канализация, Электричество Район: Арча-Бешик...",16 минут назад,175,,1,,,,,,,,,
https://www.house.kg/details/886101968ecb5eeaddaa2-06740614,"Кыргыз Недвижимость, Эльдан Караев",https://cdn.house.kg/house/images/7/8/2/78253500db0708975c7110a27d68779c_240x180.jpg,"Дом, 6 и более комнат, 380 м2, 4 сотки","Бишкек, Кок-Жар ж/м",$ 549 999,48 102 913 сом,"🏡 Продается шикарный особняк в престижном районе ж.м Кок-Жар ! Дом, в который хочется заехать сразу — стиль, комфорт и надёжность на 100%! Недалеко от Ахунбаева и 7 Апреля 📍 ОСНОВНЫЕ ХАРАКТЕРИСТИКИ: • 📐 Площадь дома: 380 м² • 🌿 Участок: 4 соток • 🛏 6 просторных комнат — для большой и дружн...",16 минут назад,148,,,,,,,,,,,
https://www.house.kg/details/853174568f77ff588bd18-52532714,Калияев Кылым Кыргыз Недвижимость,https://cdn.house.kg/house/images/8/6/7/8675e7b19fa44e8c40631b6516c79df5_240x180.jpg,"Дом, 5-комн., 164 м2, 4 сотки","Бишкек, Тоголок-Молдо - БЧК, Кызыл Алма/Тоголок молдо",$ 175 000,15 305 500 сом,"Продаю уютный, добротный дом! Дом постройки 2021 год. Площадь 164 м2 Дом Утепленный, снаружи жидкий травертин. Дом 3-х уровневый, полноценный подвал, 1,5 кирпича стены. Все центральные коммуникации. Отопление газ( так можно углем.). Большой огород, сад(яблони,персики,черешня,груша). Параметр...",16 минут назад,159,,1,,,,,,,,,
https://www.house.kg/details/7086532688f366959da71-24756185,Калияев Кылым Кыргыз Недвижимость,https://cdn.house.kg/house/images/f/a/0/fa093718c9cb1632591f9d0f746c4a67_240x180.jpg,"Дом, 4-комн., 100 м2, 7 соток","Бишкек, Арча-Бешик ж/м, кен суу/чортекова",$ 330 000,28 861 800 сом,🏠 Продаю дом + 2 готовых бизнеса в Арча-Бешик! 📍 Локация: 1 линия от ул. Чортекова (угловой участок) 🌐 Отличный вариант под бизнес и для жизни! 🔹 Площадь дома: 100 м² 🔹 Количество комнат: 4 🔹 Площадь участка: 7 соток 🔹 Этажность: 1 этаж 🔹 Состояние: ЕвроРемонт 🔹 Отопление: Газовое + электрич...,17 минут назад,457,,2,,,,,,,,,
https://www.house.kg/details/8107524683d399e68d086-06853429,Калияев Кылым Кыргыз Недвижимость,https://cdn.house.kg/house/images/6/d/1/6d10c49c6ad0ccfb6cb079ccce483e49_240x180.jpg,"Дом, 4-комн., 130 м2, 4 сотки","Бишкек, Ак-Ордо ж/м",$ 127 000,11 107 420 сом,"Продаётся уютный и тёплый дом в районе Ак Ордо-2 Площадь дома 130 м2 , 4 комнаты участок 4 сотки ✅ Фундамент: ширина 50 см, высота 1–1.4 м ✅ Стены: 1.5 кирпича, утепление — пенопласт, снаружи покрытие жидким травертином и штукатуркой ✅ Потолки: натяжные, под ними — утепление (пенопл...",17 минут назад,1277,,12,,,,,,,,,
